date,rx_2,rx_3,rx_4,rx_5,rx_6,rx_7,rx_8,rx_9,rx_10
1980-02,-0.0017742298619239927,-0.011457270852582996,-0.026732542838143997,-0.04671247854168095,-0.06090028071245604,-0.07868242665399497,-0.0871695374972489,-0.09526615291048715,-0.10838500785735508
1980-03,0.003772437268860035,-0.010901023222712969,-0.03895923406991897,-0.05889832575456205,-0.06767393499024804,-0.08413227999476786,-0.09869492541407004,-0.10641640215516218,-0.10993653185596003
1980-04,-0.04553003490956001,-0.08155762857704801,-0.12187999698173396,-0.16008559090684255,-0.175405252192182,-0.2013340427297839,-0.22850450147332507,-0.24906317884828683,-0.26534372112808297
1980-05,-0.052725702711608605,-0.09113088581166388,-0.12085313071651553,-0.1504135492838073,-0.16892302297577716,-0.17991300734852128,-0.19616460363695892,-0.21220955932695412,-0.22603277892339685
1980-06,-0.04752568577201642,-0.08734898256001385,-0.12405348687387248,-0.1603062998363785,-0.18932362948276377,-0.21379374254830835,-0.24005298945148906,-0.2634664187553098,-0.27956353065326794
1980-07,-0.05461218491936451,-0.0968661080647964,-0.13819163130491802,-0.17299477121660767,-0.19980701640800325,-0.22939042337024484,-0.25164878211783115,-0.2759815961607033,-0.29868248295204014
1980-08,-0.04589428781601701,-0.08806313056379003,-0.11843102815593595,-0.14728910286252303,-0.17427498014099194,-0.21100622882087192,-0.25871889841028095,-0.2989604969833539,-0.32535216562777614
1980-09,-0.039904465082508,-0.085676829674172,-0.12852259135680605,-0.165852002239682,-0.19296138064804702,-0.22078605871798096,-0.25723293837668415,-0.29422086286996485,-0.3271826583544438
1980-10,-0.018190456745098976,-0.040270459577077006,-0.06018946795298405,-0.09057512188067904,-0.10863577844428604,-0.14818225418904882,-0.17098874550394003,-0.18020241297225223,-0.18859962190352605
1980-11,0.011634873899802,0.008106548879655007,0.005404841055240001,-0.012110854992184977,-0.020168719009756114,-0.03393616311076694,-0.05736451799777595,-0.07244873568766405,-0.08640138513325976
1980-12,-0.016100137249101032,-0.03444846360963599,-0.05117147043361292,-0.07720895172029202,-0.09461052479523296,-0.10753150321225219,-0.129011788089974,-0.15265835275325396,-0.17652647330405108
1981-01,-0.019639515934863017,-0.03846173044568296,-0.059996534249381006,-0.079208334786674,-0.08302364704574494,-0.09856795408188002,-0.11699439480961593,-0.13558498340369607,-0.15681775844453483
1981-02,-0.00928084649744998,-0.01534049143855401,-0.02136903193614706,-0.030714880045229848,-0.03616250233346399,-0.04096090971130509,-0.05026598157292586,-0.058274323205562945,-0.06775528080679896
1981-03,-0.011698408518139969,-0.020323141547800988,-0.028244552371021886,-0.04304173886972204,-0.04832115515516908,-0.06061864243372991,-0.07492419071069187,-0.09163594671240391,-0.10404633731869081
1981-04,0.0037444139663490306,0.0033025802551979733,0.005246535047254974,0.002107860882375967,0.0126386612268779,0.007091240134709131,-0.0007535836862231915,-0.005197517087116854,-0.014184835191564604
1981-05,0.007447480588783001,-0.001633146625750037,-0.006066157852234022,-0.016280144614910952,-0.026940990462377024,-0.036745176073639974,-0.04773102541804902,-0.05710212561614697,-0.07595722026080715
1981-06,-0.004383921609209002,-0.016497916822559938,-0.024653515315905955,-0.03344896444339204,-0.036997801950703985,-0.05167583681488405,-0.05945394688050595,-0.07193792446069622,-0.09940198623190519
1981-07,0.019964150923353963,0.030621852141633932,0.030532975032545984,0.033090308168846894,0.045900010754523934,0.030420594152652025,0.034169833982728826,0.033533097789646915,0.025828090713070184
1981-08,0.04461733911387403,0.06772098421085901,0.08670930151851805,0.1003209853741209,0.11856692464924493,0.12691750284122386,0.16057079811531397,0.1650778791159371,0.136523138518887
1981-09,0.057484333633322005,0.09152755571049606,0.12190501796514902,0.1424019833640351,0.17887800736140602,0.18958380163519406,0.23847082950393805,0.27249688110662196,0.2755763048407829
1981-10,0.048949091416415486,0.08128632836550023,0.11335100402421,0.14489071086111904,0.20451964532397993,0.211821973148265,0.2524136374286531,0.27138769210108105,0.2612566155135011
1981-11,0.03109529538846309,0.053860639902301416,0.07758011410711904,0.08372402800435005,0.09997775071683393,0.10781189896809998,0.138175899018019,0.15087005298410586,0.14865612169429523
1981-12,0.04851117994656018,0.08438315517369174,0.11676566334773564,0.14198510017640797,0.166222948252975,0.1783996452657709,0.217076718225111,0.23634679991170404,0.2502748055198891
1982-01,0.0482441722491222,0.08394377732252142,0.11253955533106974,0.13377470927138002,0.16070038587985708,0.17100295124385895,0.20403291473703905,0.21355627159873986,0.2239975716431442
1982-02,0.052157498936534125,0.0882703122680378,0.11916761966315556,0.14751752724897563,0.17124473325029096,0.1889347770289698,0.22312525854497692,0.22979250552420097,0.24402990437555075
1982-03,0.0460665043113295,0.08277298724395654,0.11538393622880475,0.13710509593196693,0.16439475146999596,0.18417369841868195,0.21841547955937893,0.22325046825066688,0.22295895027615611
1982-04,0.048517301443839506,0.08452172136898023,0.11229766179678938,0.13295587856620947,0.16231833631676143,0.1865227186585761,0.21409136128601494,0.2193853953793257,0.23642725033221704
1982-05,0.043254184495761794,0.07300453512264779,0.09917384267999987,0.11608780851123393,0.136944484310523,0.152599845227278,0.176796919959629,0.19030641965450004,0.2057390116422562
1982-06,0.046318868392384804,0.08286582403095494,0.11149375747140705,0.12742904854014503,0.15982376246507196,0.17834868459636294,0.20340286090006116,0.21489271212469602,0.22224993376469887
1982-07,0.02967689217222398,0.05338420158387398,0.06326061476937096,0.06163677281033604,0.09137980388542989,0.10697145147721511,0.12214245293453098,0.12279702666034388,0.12376887817251193
1982-08,0.020307351722316,0.033604424020389975,0.036558128388494024,0.03621817364336698,0.04935734468845908,0.03557761571800998,0.037918590274824124,0.06031046730737509,0.05277423553482584
1982-09,0.0224496780079861,0.03544878403514501,0.04202018778653299,0.027722610146679982,0.04449845658550805,0.02850251539678189,0.024303915563606948,0.04074023078725303,0.03618533891815984
1982-10,0.009592828472670387,0.010904483889469518,0.0013990920465774825,-0.020131490204912533,-0.005832515543657407,-0.03636237419336155,-0.04828648526168158,-0.044403188129305465,-0.08413488988865939
1982-11,0.006486545576677674,0.005645609568880092,0.004290927031257094,-0.010714175305708853,-0.0026128515898149046,-0.021367416832363942,-0.02033370789502993,-0.011539179534818048,-0.06089735048950114
1982-12,0.0014041707107919077,-0.003286031165321543,-0.011155941363846802,-0.027144472083366747,-0.023759762475081728,-0.04804764412929287,-0.053996592454559914,-0.0549541126411688,-0.10702112879173277
1983-01,0.005508126623558707,0.004147652052854431,-0.002757446061676841,-0.008687382892916831,0.0002633236813401746,-0.012272496499786803,-0.006219488399603859,-0.008243473425139994,-0.051734996644681966
1983-02,-0.00144148374405699,-0.011855624210081503,-0.02345383043606354,-0.04288336239629288,-0.051786700231337815,-0.07489952976733073,-0.07310731192442589,-0.07571482600454894,-0.13152446033141196
1983-03,-0.0047801278086501,-0.017994280791837167,-0.031445158124025444,-0.04880406938088251,-0.06215340448307245,-0.09008477649377351,-0.09283330539442954,-0.10806586095574862,-0.15820992106960458
1983-04,-0.009657361619450675,-0.029566318715859838,-0.04981170787021587,-0.06944931257570407,-0.09190425633191555,-0.12218884251550942,-0.1280825977187624,-0.1534505055854134,-0.2134950899192527
1983-05,-0.014750174972333996,-0.040484150649012146,-0.0675323636808052,-0.09552910485272317,-0.12224873190319221,-0.15568140152579926,-0.16509502880766516,-0.20304883726751613,-0.2566820149175171
1983-06,-0.014020437267684163,-0.040548516171408214,-0.06499159439497622,-0.09014162423145723,-0.1136286708387363,-0.14689713944686422,-0.15041294374207215,-0.19151015181553233,-0.24381895114773489
1983-07,-0.0027143566364280086,-0.013964740523360955,-0.016321138472499983,-0.023706716403984016,-0.035152845226076965,-0.04490083546945499,-0.03767132320467402,-0.06491614920679621,-0.08761072379717104
1983-08,-0.0017486594969609859,-0.008679275772126002,-0.012937005052281972,-0.015567855767103025,-0.023364799105842063,-0.026763391285585983,-0.024972366424071038,-0.05030973614269192,-0.07718856569210504
1983-09,-0.0024667865964308755,-0.011907786753568891,-0.017759383012350874,-0.02208812370202591,-0.030494909521248906,-0.03536179290999088,-0.03098257485245083,-0.062475005330619796,-0.08313323039123001
1983-10,0.0089926482636241,0.010272797598802105,0.014296579036067111,0.017000002716583015,0.019062341300293037,0.022494387275711167,0.030518698234506134,0.013789794303316935,0.00901408741271846
1983-11,0.015767467698975496,0.019110161742642018,0.027191229090657992,0.02294186601144596,0.024901850385905117,0.022078420094043066,0.018249467180984996,0.014063170081306114,0.006007316843135074
1983-12,0.02151208082751402,0.029368222597815893,0.037445838689063524,0.036517616569927566,0.04092308843536162,0.03812634246362766,0.03376267039841151,0.03334314707227047,0.0214693550227497
1984-01,0.021102336973632396,0.02848877439096832,0.03608024296348593,0.04061755202127197,0.047911426391271925,0.05065118397098793,0.054023057770296964,0.06464917159324594,0.04521627540521393
